"관리번호","자치구","와이파이명","도로명주소","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","Y좌표","X좌표","작업일자"
"WF111291","중구","매봉산","서울특별시 중구 신당3동 366-448","3. 공원(하천)","자치구","공공WiFi","자가망","2023","실외","0.0","0.0","2026-09-08 03:00:13.739"
"WF111292","중구","매봉산","서울특별시 중구 매봉18길 11","3. 공원(하천)","자치구","공공WiFi","자가망","2023","실외","0.0","0.0","2026-09-08 03:00:13.739"
"WF120001","강남구","아동복지센터","광평로34길 124","6-4. 복지 - 아동청소년","서울시(AP)","공공WiFi","임대망","2020","실내","37.479805","127.08851","2026-09-08 03:00:13.739"
"WF120002","강남구","아동복지센터","광평로34길 124","6-4. 복지 - 아동청소년","서울시(AP)","공공WiFi","임대망","2020","실내","37.479805","127.08851","2026-09-08 03:00:13.739"
"WF120003","강남구","아동복지센터","광평로34길 124","6-4. 복지 - 아동청소년","서울시(AP)","공공WiFi","임대망","2020","실내","37.479805","127.08851","2026-09-08 03:00:13.739"
"WF120004","강남구","아동복지센터","광평로34길 124","6-4. 복지 - 아동청소년","서울시(AP)","공공WiFi","임대망","2020","실내","37.479805","127.08851","2026-09-08 03:00:13.739"
"WF120005","강남구","아동복지센터","광평로34길 124","6-4. 복지 - 아동청소년","서울시(AP)","공공WiFi","임대망","2020","실내","37.479805","127.08851","2026-09-08 03:00:13.739"
"WF120007","강동구","광나루한강안내센터","선사로 83-66 광나루안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.55013","127.1222","2026-09-08 03:00:13.739"
"WF120008","강동구","광나루한강안내센터","선사로 83-66 광나루안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2019","실외","37.55013","127.1222","2026-09-08 03:00:13.739"
"WF120010","강서구","강서한강안내센터","양천로27길 279-23 강서안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.5865","126.81714","2026-09-08 03:00:13.739"
"WF120011","강서구","강서한강안내센터","양천로27길 279-23 강서안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2019","실외","37.5865","126.81714","2026-09-08 03:00:13.739"
"WF120013","광진구","뚝섬한강안내센터","강변북로 139 뚝섬안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.529594","127.07307","2026-09-08 03:00:13.739"
"WF120014","광진구","뚝섬한강안내센터","강변북로 139 뚝섬안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2019","실외","37.529594","127.07307","2026-09-08 03:00:13.739"
"WF120015","광진구","뚝섬한강안내센터","강변북로 139 뚝섬안내센터","3. 공원(하천)","서울시(AP)","공공WiFi","임대망","2019","실외","37.529594","127.07307","2026-09-08 03:00:13.739"
"WF120021","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120022","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120023","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120024","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120025","노원구","북서울미술관","동일로 1238 (제1전시관앞)","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120026","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120027","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120028","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120029","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120030","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120032","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120033","노원구","북서울미술관","동일로 1238","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120035","노원구","북서울미술관","동일로 1238  (B1F 어린이갤러리1)","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120036","노원구","북서울미술관","동일로 1238  (B1F 어린이갤러리2)","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120041","노원구","북서울미술관","동일로 1238  (B1F 스튜디오2)","4. 문화관광","서울시(AP)","공공WiFi","임대망","2020","실내","37.64102","127.06686","2026-09-08 03:00:13.739"
"WF120043","마포구","망원한강안내센터","마포나루길 467 망원안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.552788","126.89939","2026-09-08 03:00:13.739"
"WF120044","마포구","망원한강안내센터","마포나루길 467 망원안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2019","실외","37.552788","126.89939","2026-09-08 03:00:13.739"
"WF120046","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120047","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120048","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120049","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120050","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120051","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120052","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120053","서초구","서초농업기술센터","헌인릉1길 83-9","7-4. 공공 - 경제/커뮤니티","서울시(AP)","공공WiFi","임대망","2020","실내","37.465656","127.08975","2026-09-08 03:00:13.739"
"WF120055","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120056","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120057","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120058","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120059","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120060","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120061","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120063","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120064","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120065","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120066","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120067","서초구","서울시데이터센터","남부순환로340길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.479507","127.022","2026-09-08 03:00:13.739"
"WF120097","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120098","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120099","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120100","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120101","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120102","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120103","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120104","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120105","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120106","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120107","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120108","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120109","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120110","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120111","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120112","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120113","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120114","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120115","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120116","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120117","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120118","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120119","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120120","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120121","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120122","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120124","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120125","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120126","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120127","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120128","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120129","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120130","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120131","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120132","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120133","서초구","서울시 어린이병원","헌릉로 260","6-3. 복지 - 장애인","서울시(AP)","공공WiFi","자가망","2020","실내","37.455917","127.06903","2026-09-08 03:00:13.739"
"WF120135","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120136","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120137","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120138","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120139","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120140","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120141","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120142","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120143","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120144","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120145","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120147","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120148","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120149","서초구","인재개발원","남부순환로340길 58 (02-3488-2084)","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.4795","127.01931","2026-09-08 03:00:13.739"
"WF120159","서초구","품질시험소본관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2020","실내","37.467186","127.02815","2026-09-08 03:00:13.739"
"WF120160","서초구","품질시험소본관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2020","실내","37.467186","127.02815","2026-09-08 03:00:13.739"
"WF120161","서초구","품질시험소본관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2020","실내","37.467186","127.02815","2026-09-08 03:00:13.739"
"WF120162","서초구","품질시험소본관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2020","실내","37.467186","127.02815","2026-09-08 03:00:13.739"
"WF120163","서초구","품질시험소본관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2020","실내","37.467186","127.02815","2026-09-08 03:00:13.739"
"WF120164","서초구","품질시험소본관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2020","실내","37.467186","127.02815","2026-09-08 03:00:13.739"
"WF120165","서초구","품질시험소본관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2020","실내","37.467186","127.02815","2026-09-08 03:00:13.739"
"WF120166","서초구","품질시험소별관","태봉로 131","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","임대망","2018","실내","37.469456","127.028534","2026-09-08 03:00:13.739"
"WF120167","서초구","품질시험소별관","태봉로 131","7-2-1. 공공 - 구청사 및 별관","서울시(AP)","공공WiFi","임대망","2018","실외","37.469456","127.028534","2026-09-08 03:00:13.739"
"WF120169","서초구","반포한강안내센터","신반포로11길 39 반포안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.507816","126.99282","2026-09-08 03:00:13.739"
"WF120170","서초구","잠원한강안내센터","잠원로 221-124 잠원안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.520775","127.01234","2026-09-08 03:00:13.74"
"WF120171","서초구","잠원한강안내센터","잠원로 221-124 잠원안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2019","실외","37.520775","127.01234","2026-09-08 03:00:13.74"
"WF120172","서초구","잠원한강안내센터","잠원로 221-124 잠원안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2019","실외","37.520775","127.01234","2026-09-08 03:00:13.74"
"WF120176","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120178","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120179","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120180","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120181","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120182","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120183","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120184","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120185","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120186","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120187","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120188","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120189","성동구","청계천문화관","청계천로 530","4. 문화관광","서울시(AP)","공공WiFi","자가망","2020","실내","37.571846","127.034966","2026-09-08 03:00:13.74"
"WF120190","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120191","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120192","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120193","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120194","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120195","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120197","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120198","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120199","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120200","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120201","성동구","미래한강본부","강변북로 257","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.53925","127.042114","2026-09-08 03:00:13.74"
"WF120203","송파구","잠실한강안내센터","한가람로 65 (잠실안내센터)","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.51766","127.08874","2026-09-08 03:00:13.74"
"WF120204","송파구","잠실한강안내센터","한가람로 65 (잠실안내센터)","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.51766","127.08874","2026-09-08 03:00:13.74"
"WF120205","송파구","잠실한강안내센터","한가람로 65 (잠실안내센터)","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.51766","127.08874","2026-09-08 03:00:13.74"
"WF120206","송파구","잠실한강안내센터","한가람로 65 (잠실안내센터)","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2019","실외","37.51766","127.08874","2026-09-08 03:00:13.74"
"WF120207","송파구","잠실한강안내센터","한가람로 65 (잠실안내센터)","3. 공원(하천)","서울시(AP)","공공WiFi","임대망","2019","실외","37.51766","127.08874","2026-09-08 03:00:13.74"
"WF120209","영등포구","양화한강안내센터","노들로 221 양화안내센터","3. 공원(한강)","서울시(AP)","공공WiFi","임대망","2020","실내","37.539024","126.902214","2026-09-08 03:00:13.74"
"WF120212","은평구","서북병원","갈현로7길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.60407","126.90455","2026-09-08 03:00:13.74"
"WF120213","은평구","서북병원","갈현로7길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.60407","126.90455","2026-09-08 03:00:13.74"
"WF120214","은평구","서북병원","갈현로7길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2020","실내","37.60407","126.90455","2026-09-08 03:00:13.74"
"WF120215","은평구","서북병원","갈현로7길 49","7-1-3. 공공 - 시산하기관","서울시(AP)","공공WiFi","자가망","2024","실내","37.60407","126.90455","2026-09-08 03:00:13.74"
